Transaction Date,Transaction Number,Product Type,Product Scent,Product Size,Cash or Card,Loyalty Number,Customer Name,Loyalty Tier,Loyalty Discount,Quantity,Sales Before Discount,Sales After Discount,Profit
2023-02-20,200223049,Liquid,Lavender Fields,1L,Card,,,,,5.0,40.45,,
2023-02-20,200223050,Bar,Coconut Dream,4x,Card,1001940,Douglass Abdey,Gold,0.15,3.0,28.89,24.5565,9.02
2023-02-20,200223051,Bar,Eucalyptus Mint,2x,Cash,1001280,Alix Massow,Silver,0.1,4.999999999999999,31.15,28.035,10.09
2023-02-20,200223051,Liquid,Cedarwood Forest,0.5L,Cash,1001280,Alix Massow,Silver,0.1,1.0,4.39,3.9509999999999996,1.3
2023-02-20,200223052,Liquid,Fresh Rain,0.25L,Cash,1004824,Meredith Smalls,Silver,0.1,4.0,5.72,5.148,0.63
2023-02-20,200223052,Liquid,Eucalyptus Mint,0.25L,Cash,1004824,Meredith Smalls,Silver,0.1,2.0,9.0,8.1,3.56
2023-02-21,210223001,Bar,Cedarwood Forest,1x,Cash,1001252,Matti Arnatt,Bronze,0.05,4.0,8.72,8.284,3.84
2023-02-21,210223001,Liquid,Cedarwood Forest,0.25L,Cash,1001252,Matti Arnatt,Bronze,0.05,4.0,6.24,5.928,0.61
2023-02-21,210223002,Bar,Vanilla Bean,2x,Cash,1006223,Constantina Close,Bronze,0.05,4.999999999999999,34.3,32.584999999999994,8.83
2023-02-21,210223002,Bar,Citrus Breeze,4x,Cash,1006223,Constantina Close,Bronze,0.05,1.0,4.06,3.8569999999999993,1.16
2023-02-21,210223003,Liquid,Ocean Mist,0.5L,Cash,,,,,2.0,5.82,,
2023-02-21,210223003,Liquid,Rose Garden,1L,Cash,,,,,2.0,23.7,,
2023-02-21,210223004,Liquid,Ocean Mist,1L,Cash,,,,,1.0,4.59,,
2023-02-21,210223005,Bar,Cedarwood Forest,1x,Cash,1001088,Raye Pheasant,Silver,0.1,1.0,2.18,1.9620000000000002,0.85
2023-02-21,210223006,Bar,Citrus Breeze,1x,Card,1006110,Hetty Meader,Bronze,0.05,2.0,1.62,1.539,0.04
2023-02-21,210223006,Liquid,Sandalwood Spice,0.5L,Card,1006110,Hetty Meader,Bronze,0.05,4.0,38.24,36.328,16.85
2023-02-21,210223006,Liquid,Sandalwood Spice,0.5L,Card,1006110,Hetty Meader,Bronze,0.05,3.0,28.68,27.246,12.64
2023-02-21,210223007,Liquid,Vanilla Bean,0.25L,Cash,,,,,4.0,18.44,,
2023-02-21,210223007,Liquid,Fresh Rain,0.5L,Cash,,,,,1.0,2.25,,
2023-02-21,210223007,Liquid,Coconut Dream,1L,Cash,,,,,3.0,22.5,,
2023-02-21,210223008,Bar,Ocean Mist,1x,Card,1001685,Germayne Ellyatt,Gold,0.15,3.0,3.6,3.06,1.08
2023-02-21,210223008,Bar,Fresh Rain,2x,Card,1001685,Germayne Ellyatt,Gold,0.15,3.0,5.67,4.8195,-0.55
2023-02-21,210223009,Bar,Citrus Breeze,2x,Cash,1002514,Britteny Speck,Bronze,0.05,4.0,8.08,7.675999999999999,2.0
2023-02-21,210223010,Bar,Sandalwood Spice,2x,Card,1008258,Arleyne Prickett,Bronze,0.05,5.0,37.85,35.9575,16.56
2023-02-21,210223010,Bar,Fresh Rain,4x,Card,1008258,Arleyne Prickett,Bronze,0.05,1.0,4.28,4.066,0.69
2023-02-21,210223010,Liquid,Rose Garden,0.25L,Card,1008258,Arleyne Prickett,Bronze,0.05,2.0,3.8,3.61,-0.11
2023-02-21,210223011,Liquid,Fresh Rain,1L,Cash,1007997,Ewart Ducrow,Bronze,0.05,2.0,16.3,15.485,6.57
2023-02-21,210223012,Bar,Fresh Rain,4x,Cash,1006066,Claudie Brissard,Bronze,0.05,3.0,12.84,12.197999999999999,2.06
2023-02-21,210223013,Bar,Ocean Mist,4x,Cash,,,,,2.9999999999999996,13.95,,
2023-02-21,210223014,Liquid,Sandalwood Spice,0.5L,Cash,1000817,Dyann Sweetlove,Bronze,0.05,4.999999999999999,47.8,45.41,21.06
2023-02-21,210223015,Liquid,Coconut Dream,0.5L,Card,1004867,Cecily O'Henecan,Bronze,0.05,4.0,16.48,15.655999999999999,1.9
2023-02-21,210223016,Liquid,Sandalwood Spice,0.5L,Card,1009175,Ike Yorke,Bronze,0.05,4.0,38.24,36.328,16.85
2023-02-21,210223016,Liquid,Vanilla Bean,0.5L,Card,1009175,Ike Yorke,Bronze,0.05,1.0,7.35,6.982499999999999,1.01
2023-02-21,210223017,Bar,Vanilla Bean,1x,Card,,,,,3.0,10.92,,
2023-02-21,210223017,Bar,Cedarwood Forest,2x,Card,,,,,4.0,12.2,,
2023-02-21,210223017,Liquid,Sandalwood Spice,0.25L,Card,,,,,5.0,21.25,,
2023-02-21,210223018,Bar,Citrus Breeze,1x,Cash,1006344,Roana Thwaites,Gold,0.15,2.0,1.62,1.377,-0.12
2023-02-21,210223018,Bar,Cedarwood Forest,1x,Cash,1006344,Roana Thwaites,Gold,0.15,1.0,2.18,1.853,0.74
2023-02-21,210223019,Liquid,Sandalwood Spice,0.25L,Card,,,,,1.0,4.25,,
2023-02-21,210223020,Bar,Cedarwood Forest,1x,Card,1004670,Sarajane Weatherley,Bronze,0.05,4.0,8.72,8.284,3.84
2023-02-21,210223020,Bar,Lavender Fields,4x,Card,1004670,Sarajane Weatherley,Bronze,0.05,5.0,25.5,24.224999999999998,1.72
2023-02-21,210223021,Liquid,Sandalwood Spice,0.5L,Card,1007113,Kassandra Sanper,Bronze,0.05,1.0,9.56,9.082,4.21
2023-02-21,210223022,Bar,Ocean Mist,1x,Card,1006246,Sydney Mcpeice,Bronze,0.05,1.0,1.2,1.14,0.48
2023-02-21,210223022,Liquid,Eucalyptus Mint,0.25L,Card,1006246,Sydney Mcpeice,Bronze,0.05,3.0,13.5,12.825,6.01
2023-02-21,210223023,Bar,Cedarwood Forest,1x,Card,,,,,2.0,4.36,,
2023-02-21,210223023,Bar,Ocean Mist,2x,Card,,,,,3.0,6.12,,
2023-02-21,210223023,Liquid,Coconut Dream,0.5L,Card,,,,,5.0,20.6,,
2023-02-21,210223024,Bar,Citrus Breeze,1x,Cash,,,,,3.0,2.43,,
2023-02-21,210223024,Bar,Coconut Dream,4x,Cash,,,,,4.999999999999999,48.15,,
2023-02-21,210223025,Liquid,Fresh Rain,1L,Cash,1005648,Wenona Dunthorne,Bronze,0.05,3.0,24.45,23.2275,9.85
2023-02-21,210223026,Bar,Eucalyptus Mint,2x,Cash,,,,,2.0,12.46,,
2023-02-21,210223026,Liquid,Ocean Mist,1L,Cash,,,,,3.0,13.77,,
2023-02-21,210223026,Liquid,Vanilla Bean,1L,Cash,,,,,1.0,12.5,,
2023-02-21,210223027,Bar,Cedarwood Forest,1x,Card,1002106,Jinny Figures,Gold,0.15,3.0,6.54,5.559,2.23
2023-02-21,210223027,Liquid,Lavender Fields,0.5L,Card,1002106,Jinny Figures,Gold,0.15,2.0,9.9,8.415000000000001,2.44
2023-02-21,210223028,Bar,Citrus Breeze,2x,Cash,1001171,Mord Hedges,Silver,0.1,1.0,2.02,1.818,0.4
2023-02-21,210223028,Liquid,Fresh Rain,1L,Cash,1001171,Mord Hedges,Silver,0.1,4.0,32.6,29.340000000000003,11.5
2023-02-21,210223028,Liquid,Sandalwood Spice,1L,Cash,1001171,Mord Hedges,Silver,0.1,1.0,13.19,11.871,2.2
2023-02-21,210223029,Bar,Eucalyptus Mint,1x,Card,,,,,1.0,3.49,,
2023-02-21,210223029,Bar,Vanilla Bean,2x,Card,,,,,2.9999999999999996,20.58,,
2023-02-21,210223030,Liquid,Lavender Fields,1L,Card,1008366,Natale Le Noire,Bronze,0.05,1.0,8.09,7.685499999999999,1.76
2023-02-21,210223031,Bar,Vanilla Bean,1x,Card,1008430,Mercedes Easlea,Bronze,0.05,2.0,7.28,6.9159999999999995,1.92
2023-02-21,210223032,Bar,Vanilla Bean,1x,Card,1005880,Gwenni Dinis,Silver,0.1,2.0,7.28,6.5520000000000005,1.55
2023-02-21,210223032,Bar,Fresh Rain,2x,Card,1005880,Gwenni Dinis,Silver,0.1,5.0,9.45,8.504999999999999,-0.45
2023-02-21,210223033,Liquid,Lavender Fields,0.25L,Card,,,,,3.0000000000000004,6.9,,
2023-02-21,210223034,Liquid,Coconut Dream,0.5L,Card,1001443,Tommy Oager,,,3.0,12.36,,
2023-02-21,210223034,Liquid,Rose Garden,1L,Card,1001443,Tommy Oager,,,1.0,11.85,,
2023-02-21,210223035,Bar,Ocean Mist,1x,Card,1000567,Seth Tredgold,Gold,0.15,2.0,2.4,2.04,0.72
2023-02-21,210223036,Bar,Fresh Rain,1x,Cash,1002633,Christian Vero,Bronze,0.05,2.0,3.22,3.059,1.18
2023-02-21,210223036,Liquid,Rose Garden,1L,Cash,1002633,Christian Vero,Bronze,0.05,3.0,35.55,33.772499999999994,11.72
2023-02-21,210223037,Bar,Vanilla Bean,1x,Card,1007869,Marlon Hurlston,Bronze,,4.0,14.56,,
2023-02-21,210223037,Liquid,Lavender Fields,0.25L,Card,1007869,Marlon Hurlston,Bronze,,2.0,4.6,,
2023-02-21,210223038,Liquid,Sandalwood Spice,0.5L,Cash,1006389,Dex Mablestone,Gold,0.15,3.0,28.68,24.378,9.77
2023-02-21,210223038,Liquid,Rose Garden,1L,Cash,1006389,Dex Mablestone,Gold,0.15,1.0,11.85,10.0725,2.72
2023-02-21,210223039,Bar,Rose Garden,2x,Card,1001287,Owen Haukey,,,1.0,3.17,,
2023-02-21,210223039,Liquid,Fresh Rain,1L,Card,1001287,Owen Haukey,,,4.0,32.6,,
2023-02-21,210223039,Liquid,Sandalwood Spice,1L,Card,1001287,Owen Haukey,,,1.0,13.19,,
2023-02-21,210223040,Bar,Rose Garden,2x,Cash,,,,,2.0,6.34,,
2023-02-21,210223040,Bar,Rose Garden,4x,Cash,,,,,5.000000000000001,41.85,,
2023-02-21,210223041,Bar,Citrus Breeze,1x,Card,1007557,Bertina Craigie,Bronze,0.05,1.0,0.81,0.7695,0.02
2023-02-21,210223041,Liquid,Coconut Dream,1L,Card,1007557,Bertina Craigie,Bronze,0.05,1.0,7.5,7.125,0.29
2023-02-21,210223042,Liquid,Ocean Mist,0.5L,Card,,,,,3.0,8.73,,
2023-02-21,210223043,Bar,Rose Garden,1x,Cash,1003968,Thaxter Pitrollo,Silver,0.1,2.0,4.9,4.41,1.31
2023-02-21,210223043,Bar,Cedarwood Forest,2x,Cash,1003968,Thaxter Pitrollo,Silver,0.1,1.0,3.05,2.745,0.64
2023-02-21,210223043,Liquid,Fresh Rain,0.5L,Cash,1003968,Thaxter Pitrollo,Silver,0.1,2.0,4.5,4.05,-0.43
2023-02-21,210223044,Liquid,Rose Garden,0.25L,Card,1001324,Gloriana Fulle,,,1.0,1.9,,
2023-02-21,210223044,Liquid,Fresh Rain,0.5L,Card,1001324,Gloriana Fulle,,,3.0,6.75,,
2023-02-21,210223045,Bar,Citrus Breeze,4x,Cash,1003117,Francoise Nisius,Bronze,0.05,1.0,4.06,3.8569999999999993,1.16
2023-02-21,210223045,Liquid,Fresh Rain,0.25L,Cash,1003117,Francoise Nisius,Bronze,0.05,3.0,4.29,4.0755,0.69
2023-02-21,210223045,Liquid,Cedarwood Forest,1L,Cash,1003117,Francoise Nisius,Bronze,0.05,1.0,6.76,6.422,1.16
2023-02-21,210223046,Bar,Eucalyptus Mint,4x,Cash,,,,,1.0,8.3,,
2023-02-21,210223046,Liquid,Sandalwood Spice,0.25L,Cash,,,,,1.0,4.25,,
2023-02-21,210223046,Liquid,Coconut Dream,1L,Cash,,,,,3.0,22.5,,
2023-02-21,210223047,Bar,Fresh Rain,4x,Cash,1004197,Sansone Belliard,Bronze,0.05,1.0,4.28,4.066,0.69
2023-02-21,210223047,Bar,Coconut Dream,4x,Cash,1004197,Sansone Belliard,Bronze,0.05,2.0,19.26,18.297,7.94
2023-02-21,210223048,Bar,Ocean Mist,1x,Cash,,,,,5.0,6.0,,
2023-02-21,210223048,Bar,Coconut Dream,1x,Cash,,,,,4.0,10.96,,
2023-02-21,210223049,Liquid,Eucalyptus Mint,0.25L,Card,1002318,Atalanta Whittenbury,Silver,0.1,2.0,9.0,8.1,3.56
2023-02-21,210223049,Liquid,Cedarwood Forest,0.25L,Card,1002318,Atalanta Whittenbury,Silver,0.1,1.0,1.56,1.4040000000000001,0.07
2023-02-21,210223049,Liquid,Lavender Fields,1L,Card,1002318,Atalanta Whittenbury,Silver,0.1,4.0,32.36,29.124,5.4
2023-02-21,210223050,Bar,Eucalyptus Mint,1x,Card,1008904,Jacques Goneau,Bronze,0.05,3.0,10.47,9.9465,4.28
2023-02-21,210223051,Bar,Citrus Breeze,1x,Card,,,,,3.0,2.43,,
2023-02-21,210223051,Bar,Cedarwood Forest,4x,Card,,,,,2.0,10.6,,
2023-02-21,210223052,Bar,Cedarwood Forest,2x,Card,,,,,4.0,12.2,,
2023-02-21,210223053,Bar,Ocean Mist,4x,Card,1001129,Gaylor Mckenney,Gold,0.15,1.0,4.65,3.9525,1.57
2023-02-21,210223053,Liquid,Citrus Breeze,0.25L,Card,1001129,Gaylor Mckenney,Gold,0.15,3.0,4.38,3.723,1.02
2023-02-21,210223053,Liquid,Lavender Fields,1L,Card,1001129,Gaylor Mckenney,Gold,0.15,3.0,24.27,20.6295,2.84
2023-02-21,210223054,Bar,Lavender Fields,1x,Cash,1004376,Dalli Killingback,Gold,0.15,1.0,1.77,1.5045,0.25
2023-02-21,210223054,Bar,Eucalyptus Mint,2x,Cash,1004376,Dalli Killingback,Gold,0.15,1.0,6.23,5.2955000000000005,1.71
2023-02-21,210223054,Liquid,Fresh Rain,0.5L,Cash,1004376,Dalli Killingback,Gold,0.15,3.0,6.75,5.7375,-0.98
2023-02-21,210223055,Bar,Vanilla Bean,4x,Card,1000806,Olympie Lidgey,Gold,0.15,1.0,17.74,15.078999999999999,6.08
2023-02-21,210223055,Liquid,Sandalwood Spice,0.25L,Card,1000806,Olympie Lidgey,Gold,0.15,1.0,4.25,3.6125,1.16
2023-02-21,210223055,Liquid,Fresh Rain,0.5L,Card,1000806,Olympie Lidgey,Gold,0.15,2.0,4.5,3.8249999999999997,-0.66
2023-02-21,210223056,Bar,Rose Garden,2x,Card,1005978,Melania Clayden,Bronze,0.05,5.0,15.85,15.0575,0.31
2023-02-21,210223056,Bar,Citrus Breeze,4x,Card,1005978,Melania Clayden,Bronze,0.05,2.0,8.12,7.713999999999999,2.31
2023-02-21,210223057,Bar,Sandalwood Spice,2x,Cash,,,,,1.0,7.57,,
2023-02-21,210223057,Liquid,Eucalyptus Mint,0.25L,Cash,,,,,2.0,9.0,,
2023-02-21,210223058,Bar,Sandalwood Spice,1x,Card,1007047,Sashenka Marchi,Silver,0.1,5.0,18.75,16.875,6.68
2023-02-21,210223058,Liquid,Ocean Mist,1L,Card,1007047,Sashenka Marchi,Silver,0.1,4.0,18.36,16.524,4.0
2023-02-21,210223059,Bar,Eucalyptus Mint,4x,Cash,,,,,5.0,41.5,,
2023-02-21,210223060,Bar,Fresh Rain,1x,Cash,,,,,2.0,3.22,,
2023-02-21,210223060,Bar,Vanilla Bean,2x,Cash,,,,,2.0,13.72,,
2023-02-21,210223060,Liquid,Fresh Rain,0.5L,Cash,,,,,5.0,11.25,,
2023-02-21,210223061,Liquid,Sandalwood Spice,0.5L,Cash,,,,,4.0,38.24,,
2023-02-21,210223061,Liquid,Lavender Fields,1L,Cash,,,,,1.0,8.09,,
2023-02-22,220223001,Liquid,Coconut Dream,0.25L,Card,1003565,Emera Palfree,Silver,0.1,2.0,4.76,4.284,0.82
2023-02-22,220223001,Liquid,Eucalyptus Mint,0.5L,Card,1003565,Emera Palfree,Silver,0.1,2.0,17.76,15.984000000000002,6.96
2023-02-22,220223002,Bar,Eucalyptus Mint,1x,Card,1007225,Mildrid Lighterness,Gold,0.15,4.0,13.96,11.866,4.31
2023-02-22,220223002,Bar,Citrus Breeze,2x,Card,1007225,Mildrid Lighterness,Gold,0.15,2.0,4.04,3.4339999999999997,0.59
2023-02-22,220223003,Liquid,Rose Garden,0.5L,Cash,1002529,Haroun Vaune,Silver,0.1,5.0,35.25,31.725,13.23
2023-02-22,220223004,Bar,Fresh Rain,2x,Card,,,,,4.0,7.56,,
2023-02-22,220223004,Liquid,Fresh Rain,0.25L,Card,,,,,4.0,5.72,,
2023-02-22,220223004,Liquid,Ocean Mist,1L,Card,,,,,1.0,4.59,,
2023-02-22,220223005,Liquid,Cedarwood Forest,0.5L,Card,1008638,Zenia Testro,Bronze,0.05,1.0,4.39,4.1705,1.52
2023-02-22,220223005,Liquid,Ocean Mist,1L,Card,1008638,Zenia Testro,Bronze,0.05,5.0,22.95,21.8025,6.15
2023-02-22,220223006,Bar,Eucalyptus Mint,1x,Cash,1002691,Morton Labarre,Gold,0.15,1.0,3.49,2.9665,1.08
2023-02-22,220223006,Bar,Rose Garden,2x,Cash,1002691,Morton Labarre,Gold,0.15,1.0,3.17,2.6944999999999997,-0.26
2023-02-22,220223006,Liquid,Fresh Rain,0.25L,Cash,1002691,Morton Labarre,Gold,0.15,1.0,1.43,1.2155,0.09
2023-02-22,220223007,Bar,Vanilla Bean,1x,Cash,1002040,Jordan Ludford,Bronze,0.05,4.0,14.56,13.831999999999999,3.83
2023-02-22,220223007,Bar,Ocean Mist,4x,Cash,1002040,Jordan Ludford,Bronze,0.05,1.0,4.65,4.4175,2.04
2023-02-22,220223007,Liquid,Eucalyptus Mint,0.25L,Cash,1002040,Jordan Ludford,Bronze,0.05,4.0,18.0,17.099999999999998,8.02
2023-02-22,220223008,Bar,Vanilla Bean,2x,Card,1005820,Petronella Falconer,,,4.999999999999999,34.3,,
2023-02-22,220223008,Liquid,Eucalyptus Mint,0.5L,Card,1005820,Petronella Falconer,,,1.0,8.88,,
2023-02-22,220223009,Bar,Vanilla Bean,4x,Cash,1003027,Elspeth Decourt,Silver,0.1,2.0,35.48,31.932,13.93
2023-02-22,220223009,Liquid,Citrus Breeze,0.5L,Cash,1003027,Elspeth Decourt,Silver,0.1,1.0,2.48,2.232,0.44
2023-02-22,220223010,Bar,Lavender Fields,4x,Cash,,,,,3.0000000000000004,15.3,,
2023-02-22,220223010,Liquid,Ocean Mist,0.25L,Cash,,,,,3.0,4.65,,
2023-02-22,220223010,Liquid,Citrus Breeze,0.5L,Cash,,,,,2.0,4.96,,
2023-02-22,220223011,Liquid,Ocean Mist,1L,Card,,,,,2.0,9.18,,
2023-02-22,220223012,Bar,Sandalwood Spice,2x,Card,1007595,Tabina Noar,Bronze,0.05,3.0,22.71,21.5745,9.93
2023-02-22,220223012,Bar,Vanilla Bean,2x,Card,1007595,Tabina Noar,Bronze,0.05,4.0,27.44,26.068,7.07
2023-02-22,220223013,Liquid,Rose Garden,0.25L,Cash,,,,,2.0,3.8,,
2023-02-22,220223014,Bar,Fresh Rain,2x,Card,,,,,2.0,3.78,,
2023-02-22,220223015,Bar,Lavender Fields,2x,Card,1001238,Merola Simonaitis,Silver,0.1,4.0,9.64,8.676,-0.84
2023-02-22,220223015,Bar,Ocean Mist,2x,Card,1001238,Merola Simonaitis,Silver,0.1,5.0,10.2,9.18,2.93
2023-02-22,220223015,Bar,Eucalyptus Mint,2x,Card,1001238,Merola Simonaitis,Silver,0.1,4.0,24.92,22.428,8.07
2023-02-22,220223016,Liquid,Sandalwood Spice,0.25L,Cash,1008105,Robin Gatteridge,Gold,0.15,1.0,4.25,3.6125,1.16
2023-02-22,220223016,Liquid,Sandalwood Spice,1L,Cash,1008105,Robin Gatteridge,Gold,0.15,4.0,52.76,44.846,6.17
2023-02-22,220223017,Bar,Fresh Rain,4x,Cash,1002458,Nicolai Pesselt,Bronze,0.05,2.0,8.56,8.132,1.37
2023-02-22,220223018,Liquid,Coconut Dream,0.25L,Card,1008589,Nara Prys,Bronze,0.05,1.0,2.38,2.2609999999999997,0.53
2023-02-22,220223019,Bar,Vanilla Bean,4x,Cash,1004273,Smitty Fere,Silver,0.1,1.0,17.74,15.966,6.97
2023-02-22,220223019,Liquid,Lavender Fields,0.25L,Cash,1004273,Smitty Fere,Silver,0.1,5.0,11.5,10.35,2.85
2023-02-22,220223020,Bar,Ocean Mist,1x,Card,1003190,Ivie Gianulli,Silver,0.1,5.0,6.0,5.4,2.1
2023-02-22,220223020,Liquid,Vanilla Bean,0.5L,Card,1003190,Ivie Gianulli,Silver,0.1,4.0,29.4,26.46,2.58
2023-02-22,220223020,Liquid,Ocean Mist,1L,Card,1003190,Ivie Gianulli,Silver,0.1,3.0,13.77,12.393,3.0
2023-02-22,220223021,Liquid,Lavender Fields,1L,Cash,1002488,Atalanta Peffer,Bronze,0.05,3.0,24.27,23.0565,5.27
2023-02-22,220223021,Liquid,Citrus Breeze,1L,Cash,1002488,Atalanta Peffer,Bronze,0.05,5.0,29.6,28.12,10.37
2023-02-22,220223022,Bar,Citrus Breeze,2x,Card,,,,,3.0,6.06,,
2023-02-22,220223022,Bar,Vanilla Bean,2x,Card,,,,,4.0,27.44,,
2023-02-22,220223023,Bar,Fresh Rain,1x,Cash,1008044,Morgun Stemp,Silver,0.1,1.0,1.61,1.449,0.51
2023-02-22,220223023,Liquid,Vanilla Bean,1L,Cash,1008044,Morgun Stemp,Silver,0.1,3.0,37.5,33.75,-1.8
2023-02-22,220223024,Liquid,Fresh Rain,0.25L,Card,1004694,Ester Lutton,,,2.0,2.86,,
2023-02-22,220223025,Liquid,Eucalyptus Mint,0.25L,Card,1000340,Appolonia Whetton,Gold,0.15,5.0,22.5,19.125,7.78
2023-02-22,220223026,Bar,Fresh Rain,1x,Card,1009943,Lyssa Claeskens,Bronze,0.05,5.0,8.05,7.6475,2.95
2023-02-22,220223026,Liquid,Vanilla Bean,0.25L,Card,1009943,Lyssa Claeskens,Bronze,0.05,1.0,4.61,4.3795,1.38
2023-02-22,220223026,Liquid,Lavender Fields,0.5L,Card,1009943,Lyssa Claeskens,Bronze,0.05,5.0,24.75,23.5125,8.56
2023-02-22,220223027,Bar,Sandalwood Spice,1x,Card,,,,,5.0,18.75,,
2023-02-22,220223028,Bar,Ocean Mist,1x,Cash,1008782,Carlo Gilhespy,Silver,0.1,4.0,4.8,4.32,1.68
2023-02-22,220223028,Liquid,Ocean Mist,0.25L,Cash,1008782,Carlo Gilhespy,Silver,0.1,2.0,3.1,2.79,1.21
2023-02-22,220223029,Bar,Rose Garden,1x,Card,1002912,Dael Burchett,Bronze,0.05,4.0,9.8,9.31,3.11
2023-02-22,220223029,Bar,Sandalwood Spice,1x,Card,1002912,Dael Burchett,Bronze,0.05,3.0,11.25,10.6875,4.57
2023-02-22,220223030,Bar,Rose Garden,2x,Cash,1007041,Adelheid Scud,Bronze,0.05,1.0,3.17,3.0115,0.06
2023-02-22,220223030,Liquid,Lavender Fields,0.5L,Cash,1007041,Adelheid Scud,Bronze,0.05,4.0,19.8,18.81,6.85
2023-02-22,220223030,Liquid,Cedarwood Forest,0.5L,Cash,1007041,Adelheid Scud,Bronze,0.05,5.0,21.95,20.8525,7.6
2023-02-22,220223031,Liquid,Vanilla Bean,0.25L,Card,1004875,Lotta Dows,Bronze,0.05,2.0,9.22,8.759,2.76
2023-02-22,220223031,Liquid,Coconut Dream,0.5L,Card,1004875,Lotta Dows,Bronze,0.05,2.0,8.24,7.827999999999999,0.95
2023-02-22,220223032,Bar,Ocean Mist,2x,Card,1003821,Coralyn Hambers,Gold,0.15,3.0,6.12,5.202,1.45
2023-02-22,220223032,Bar,Cedarwood Forest,2x,Card,1003821,Coralyn Hambers,Gold,0.15,2.0,6.1,5.185,0.96
2023-02-22,220223032,Bar,Fresh Rain,4x,Card,1003821,Coralyn Hambers,Gold,0.15,1.0,4.28,3.638,0.26
2023-02-22,220223033,Liquid,Cedarwood Forest,0.25L,Cash,1002364,Elfreda Newey,Silver,0.1,2.9999999999999996,4.68,4.212,0.22
2023-02-22,220223033,Liquid,Rose Garden,0.5L,Cash,1002364,Elfreda Newey,Silver,0.1,3.0,21.15,19.035,7.93
2023-02-22,220223034,Bar,Rose Garden,4x,Card,,,,,4.0,33.48,,
2023-02-22,220223034,Liquid,Citrus Breeze,0.25L,Card,,,,,3.0,4.38,,
2023-02-22,220223035,Bar,Rose Garden,4x,Card,1008360,Cati Hawkshaw,Bronze,0.05,1.0,8.37,7.9514999999999985,2.37
2023-02-22,220223035,Liquid,Rose Garden,1L,Card,1008360,Cati Hawkshaw,Bronze,0.05,3.0,35.55,33.772499999999994,11.72
2023-02-22,220223036,Liquid,Fresh Rain,0.25L,Card,1005739,Kirsteni Mcphaden,Bronze,0.05,2.0,2.86,2.7169999999999996,0.46
2023-02-22,220223036,Liquid,Rose Garden,0.5L,Card,1005739,Kirsteni Mcphaden,Bronze,0.05,2.0,14.1,13.395,5.99
2023-02-22,220223037,Liquid,Fresh Rain,0.5L,Card,1009021,Ebony Fried,Bronze,0.05,1.0,2.25,2.1374999999999997,-0.1
2023-02-22,220223038,Bar,Rose Garden,2x,Card,1006395,Maurits Canada,Bronze,0.05,2.0,6.34,6.023,0.12
2023-02-22,220223038,Liquid,Fresh Rain,0.25L,Card,1006395,Maurits Canada,Bronze,0.05,4.0,5.72,5.433999999999999,0.91
2023-02-22,220223039,Liquid,Sandalwood Spice,0.5L,Card,1009495,Caroljean Bohlin,Gold,0.15,1.0,9.56,8.126,3.26
2023-02-22,220223040,Liquid,Citrus Breeze,0.25L,Card,1001767,Constance Corck,Silver,0.1,3.0,4.38,3.942,1.24
2023-02-22,220223040,Liquid,Vanilla Bean,0.25L,Card,1001767,Constance Corck,Silver,0.1,2.0,9.22,8.298,2.3
2023-02-22,220223041,Bar,Coconut Dream,2x,Card,1009685,Tara Fairham,Silver,0.1,4.0,17.28,15.552000000000001,4.59
2023-02-22,220223041,Bar,Sandalwood Spice,4x,Card,1009685,Tara Fairham,Silver,0.1,5.0,39.95,35.955000000000005,-0.74
2023-02-22,220223042,Liquid,Vanilla Bean,0.25L,Cash,,,,,5.0,23.05,,
2023-02-22,220223042,Liquid,Cedarwood Forest,0.25L,Cash,,,,,5.0,7.8,,
2023-02-22,220223042,Liquid,Fresh Rain,1L,Cash,,,,,4.0,32.6,,
2023-02-22,220223043,Bar,Lavender Fields,2x,Cash,1003829,Kalie Cusworth,Bronze,0.05,4.0,9.64,9.158,-0.36
2023-02-22,220223043,Liquid,Coconut Dream,1L,Cash,1003829,Kalie Cusworth,Bronze,0.05,1.0,7.5,7.125,0.29
2023-02-22,220223044,Bar,Cedarwood Forest,4x,Cash,1008251,Adolphe Tapley,Silver,0.1,2.0,10.6,9.54,1.54
2023-02-22,220223044,Liquid,Vanilla Bean,0.25L,Cash,1008251,Adolphe Tapley,Silver,0.1,5.0,23.05,20.745,5.75
2023-02-22,220223045,Bar,Citrus Breeze,2x,Cash,1001101,Ciel Coldicott,Bronze,,5.0,10.1,,
2023-02-22,220223046,Liquid,Eucalyptus Mint,0.25L,Cash,1001426,Aylmar Ripsher,,,5.0,22.5,,
2023-02-22,220223046,Liquid,Ocean Mist,0.5L,Cash,1001426,Aylmar Ripsher,,,2.0,5.82,,
2023-02-22,220223047,Bar,Cedarwood Forest,1x,Cash,,,,,3.0,6.54,,
2023-02-22,220223048,Bar,Cedarwood Forest,4x,Cash,,,,,2.0,10.6,,
2023-02-22,220223048,Liquid,Rose Garden,1L,Cash,,,,,4.0,47.4,,
2023-02-22,220223049,Bar,Cedarwood Forest,1x,Cash,1000809,Teodora Eslie,Silver,0.1,2.0,4.36,3.9240000000000004,1.7
2023-02-22,220223049,Bar,Rose Garden,2x,Cash,1000809,Teodora Eslie,Silver,0.1,5.0,15.85,14.265,-0.48
