Student ID,Full Name,Date of Birth,Region,English,Maths,Science,Grade Score,School Name,School ID
15823,RANDA MCGRAH,2006-12-16,WEST,A,C,B,120,Eight Kings,3
15824,PERL JOSELIN,2006-04-09,WEST,C,C,C,90,Eight Kings,3
15825,KATEY MATUSSOW,2006-12-20,WEST,B,B,B,120,Eight Kings,3
15826,EMMETT GERRIESSEN,2007-08-30,WEST,C,B,C,100,Eight Kings,3
15827,DYNA HINRICHSEN,2007-03-02,WEST,A,B,E,100,Eight Kings,3
15828,JASMIN HARDIE,2006-06-12,WEST,C,B,C,100,Eight Kings,3
15829,PHILIP JANASZEWSKI,2007-01-19,WEST,C,C,C,90,Eight Kings,3
15830,DYANNA NIELSON,2006-10-23,WEST,B,D,D,80,Eight Kings,3
15831,JULIA LIGGENS,2006-11-12,WEST,A,C,C,110,Eight Kings,3
15832,ERNESTINE CAVENDISH,2007-04-08,WEST,C,A,B,120,Eight Kings,3
15833,FERNANDA WITCHALLS,2006-10-14,WEST,A,B,C,120,Eight Kings,3
15834,ORLY FILYAKOV,2006-10-28,WEST,B,B,C,110,Eight Kings,3
15835,NOLLY BENKA,2007-01-06,WEST,C,C,B,100,Eight Kings,3
15836,ALAINE BEIN,2007-08-15,WEST,D,C,C,80,Eight Kings,3
15837,MARGO MATTEI,2007-05-25,WEST,C,B,B,110,Eight Kings,3
15838,TOWNIE GALLAFANT,2006-06-11,WEST,B,C,B,110,Eight Kings,3
15839,DIAHANN CROSSCOMBE,2007-05-06,WEST,C,C,A,110,Eight Kings,3
15840,KARLAN NOURY,2007-08-27,WEST,B,C,F,70,Eight Kings,3
15841,NORINA LARDEUR,2007-12-08,WEST,C,E,C,70,Eight Kings,3
15842,MANYA MCGONIGAL,2007-03-14,WEST,C,F,B,70,Eight Kings,3
15843,SHELAGH ZANICCHELLI,2007-08-28,WEST,C,B,C,100,Eight Kings,3
15844,VIVIEN HAYDNEY,2006-08-09,WEST,B,C,B,110,Eight Kings,3
15845,TEIRTZA ZAMBON,2007-05-29,WEST,C,C,B,100,Eight Kings,3
15846,CURRIE HARBER,2006-04-11,WEST,C,B,D,90,Eight Kings,3
15847,BELVA ROWENA,2007-04-26,WEST,D,A,C,100,Eight Kings,3
15848,DAREEN MATYUSHKIN,2006-06-09,WEST,D,B,C,90,Eight Kings,3
15849,LUIGI KYNMAN,2007-05-24,WEST,B,C,A,120,Eight Kings,3
15850,DESDEMONA DRUMMOND,2006-11-20,WEST,B,B,A,130,Eight Kings,3
15851,GEORGI SHELDON,2007-02-21,WEST,B,B,E,90,Eight Kings,3
15852,MARIE-ANN BLEWITT,2006-12-15,WEST,A,B,E,100,Eight Kings,3
15853,SIDNEY COMAR,2007-08-22,WEST,B,B,A,130,Eight Kings,3
15854,ROY PAVLITSCHEK,2007-05-30,WEST,E,C,B,80,Eight Kings,3
15855,LISSIE BOXALL,2007-01-26,WEST,B,E,B,90,Eight Kings,3
15856,EVALEEN BELLISON,2007-10-05,WEST,C,B,B,110,Eight Kings,3
15857,DARSIE LOFTS,2007-02-06,WEST,C,C,B,100,Eight Kings,3
15858,CARRY BROSCOMBE,2006-07-11,WEST,C,B,B,110,Eight Kings,3
15859,NICO GLASSCOE,2007-07-18,WEST,C,C,C,90,Eight Kings,3
15860,MAURITA PAULER,2007-09-05,WEST,C,B,C,100,Eight Kings,3
15861,FRANCKLIN BUTTERLY,2006-11-14,WEST,A,C,C,110,Eight Kings,3
15862,GERALD DIK,2006-10-18,WEST,A,C,A,130,Eight Kings,3
15863,OTTILIE PODMORE,2007-08-29,WEST,B,C,C,100,Eight Kings,3
15864,LEANNA SIGNORE,2007-05-06,WEST,B,C,A,120,Eight Kings,3
15865,MARNIA LANDRIEU,2007-01-24,WEST,C,D,B,90,Eight Kings,3
15866,VITORIA MCKIM,2007-07-21,WEST,F,A,B,90,Eight Kings,3
15867,FRITZ DMITRIENKO,2007-06-16,WEST,A,C,C,110,Eight Kings,3
15868,PATIN HOLSALL,2007-06-23,WEST,B,A,B,130,Eight Kings,3
15869,ROZALIE TWEEDLIE,2007-02-19,WEST,A,C,C,110,Eight Kings,3
15870,BRIGITTE POTKINS,2007-11-03,WEST,F,E,B,50,Eight Kings,3
15871,DARA GUNNY,2006-09-09,WEST,B,B,B,120,Eight Kings,3
15872,NERTY CHERRY HOLME,2006-09-18,WEST,D,C,C,80,Eight Kings,3
15873,LINDY MCMASTER,2007-04-01,WEST,C,B,A,120,Eight Kings,3
15874,BENDICK MCAVINCHEY,2007-09-04,WEST,B,C,B,110,Eight Kings,3
15875,BARRETT WHITCOMBE,2007-02-23,WEST,C,C,C,90,Eight Kings,3
15876,BLAINE MITCHELHILL,2006-09-23,WEST,C,C,C,90,Eight Kings,3
15877,INES GOSTALL,2007-05-02,WEST,B,C,C,100,Eight Kings,3
15878,JILLENE DUCKER,2007-09-02,WEST,B,C,C,100,Eight Kings,3
15879,THOM REIGNOLDS,2007-05-28,WEST,A,A,C,130,Eight Kings,3
15880,KINSLEY FERDINAND,2007-08-16,WEST,B,B,C,110,Eight Kings,3
15881,HANS FIRPO,2007-06-18,WEST,D,F,D,40,Eight Kings,3
15882,INEZ BENSEN,2007-04-16,WEST,E,D,A,80,Eight Kings,3
15883,KAINE HOWLETT,2007-11-01,WEST,D,B,A,110,Eight Kings,3
15884,ORLANDO CAMPLEJOHN,2007-10-05,WEST,B,B,A,130,Eight Kings,3
15885,MATTHIAS JELLINGS,2007-05-26,WEST,B,A,C,120,Eight Kings,3
15886,JACINTHE KNIGHTLY,2007-10-04,WEST,C,B,D,90,Eight Kings,3
15887,BARBARA-ANNE GOWLING,2007-07-22,WEST,C,B,C,100,Eight Kings,3
15888,MARCHELLE SIVILL,2007-04-24,WEST,B,C,C,100,Eight Kings,3
15889,TAMARA ROSENGREN,2007-06-26,WEST,A,A,A,150,Eight Kings,3
15890,ASHTON KAMAN,2007-03-24,WEST,B,A,A,140,Eight Kings,3
15891,FRANCISCA MARKE,2006-03-12,WEST,B,A,C,120,Eight Kings,3
15892,HARLIN CEASER,2007-08-13,WEST,F,C,A,80,Eight Kings,3
15893,CHASTITY MCGILLEGHOLE,2007-05-25,WEST,E,A,C,90,Eight Kings,3
15894,TIM ALLAM,2007-07-16,WEST,C,E,D,60,Eight Kings,3
15895,KALIL GAROGHAN,2007-01-19,WEST,A,A,B,140,Eight Kings,3
15896,LORETTALORNA MCARLEY,2007-03-06,WEST,D,A,B,110,Eight Kings,3
15897,JOHN ZIEHMS,2007-09-06,WEST,B,B,A,130,Eight Kings,3
15898,SONNI GOODLIFE,2007-03-07,WEST,C,C,C,90,Eight Kings,3
15899,CORENE BONNOR,2007-12-04,WEST,B,C,D,90,Eight Kings,3
15900,TONY DURY,2007-04-04,WEST,B,B,A,130,Eight Kings,3
15901,BOBINA DOBBLE,2007-04-03,WEST,E,B,E,60,Eight Kings,3
15902,GABI BEHNKE,2006-08-09,WEST,E,C,B,80,Eight Kings,3
15903,ABBOT MANILOW,2007-07-16,WEST,D,C,C,80,Eight Kings,3
15904,KATHARYN DUGGLEBY,2006-11-29,WEST,C,B,A,120,Eight Kings,3
15905,SHANDEE AGG,2007-05-25,WEST,B,D,C,90,Eight Kings,3
15906,YVONNE GRIGOR,2007-07-25,WEST,B,C,A,120,Eight Kings,3
15907,THERESSA ADDEKIN,2007-08-16,WEST,A,C,B,120,Eight Kings,3
15908,KASEY CRAIGS,2007-02-17,WEST,C,F,C,60,Eight Kings,3
15909,DYANN SAER,2007-09-08,WEST,A,C,B,120,Eight Kings,3
15910,DEVINA KIRRENS,2007-07-16,WEST,C,C,B,100,Eight Kings,3
15911,MADELYN CARRICK,2007-07-07,WEST,B,C,C,100,Eight Kings,3
15912,HARTLEY PERMAIN,2006-10-10,WEST,C,B,B,110,Eight Kings,3
15913,WILONA TUDGE,2007-04-16,WEST,A,D,A,120,Eight Kings,3
15914,NOLLY HALSTON,2006-09-10,WEST,C,E,C,70,Eight Kings,3
15915,STANLY PETFORD,2007-05-19,WEST,B,B,C,110,Eight Kings,3
15916,CURR TERZZA,2006-10-14,WEST,B,C,B,110,Eight Kings,3
15917,GUSTI MALLALIEU,2007-08-27,WEST,A,B,B,130,Eight Kings,3
15918,RAMONA STILEMAN,2007-09-07,WEST,D,A,B,110,Eight Kings,3
15919,ROBBIN PANICHELLI,2006-12-30,WEST,D,B,D,80,Eight Kings,3
15920,CAMMY SCARROTT,2006-12-10,WEST,C,A,A,130,Eight Kings,3
15921,TANNER JEACOCK,2006-09-21,WEST,B,C,A,120,Eight Kings,3
15922,LIRA GUESTE,2007-08-26,WEST,B,B,B,120,Eight Kings,3
15923,BRUNHILDE NICHOLES,2007-07-20,WEST,D,A,C,100,Eight Kings,3
15924,JUANA CHAFFE,2007-07-05,WEST,B,B,B,120,Eight Kings,3
15925,JOYCELIN ASHALL,2007-10-04,WEST,B,E,C,80,Eight Kings,3
15926,JOETE BOOW,2007-03-28,WEST,B,C,C,100,Eight Kings,3
15927,LYNNETT HOURICAN,2007-06-01,WEST,A,B,B,130,Eight Kings,3
15928,PRUDENCE CHINERY,2007-07-18,WEST,C,B,B,110,Eight Kings,3
15929,HASLETT PICKOVER,2007-11-06,WEST,C,C,B,100,Eight Kings,3
15930,FLORIS ROSINA,2007-04-18,WEST,B,B,A,130,Eight Kings,3
15931,KIT AXTELL,2007-01-27,WEST,D,A,D,90,Eight Kings,3
15932,TABBY KETTLESTRINGES,2007-04-16,WEST,B,A,F,90,Eight Kings,3
15933,JOSIAH GHILARDINI,2007-08-01,WEST,C,C,A,110,Eight Kings,3
15934,AMY SINKINSON,2007-05-26,WEST,A,A,D,120,Eight Kings,3
15935,ELISABET SHONE,2007-08-01,WEST,B,E,C,80,Eight Kings,3
15936,PAYTON DRACEY,2007-06-06,WEST,C,C,D,80,Eight Kings,3
15937,NELLY SPURGEON,2006-12-15,WEST,A,C,B,120,Eight Kings,3
15938,MADONNA JEDRZEJEWICZ,2006-10-27,WEST,C,C,B,100,Eight Kings,3
15939,JEANNA BERRYANN,2006-04-10,WEST,A,A,B,140,Eight Kings,3
15940,BERTA CHECKLEY,2006-03-11,WEST,B,A,C,120,Eight Kings,3
15941,LOTTA HINDENBERGER,2006-09-15,WEST,B,C,B,110,Eight Kings,3
15942,GABY DOWDESWELL,2007-01-03,WEST,C,B,B,110,Eight Kings,3
15943,ANNECORINNE EVESQUE,2006-05-11,WEST,C,C,C,90,Eight Kings,3
15944,CICELY KUBASIEWICZ,2007-01-13,WEST,C,E,B,80,Eight Kings,3
15945,ISIDORE HENRIQUE,2007-01-17,WEST,B,F,B,80,Eight Kings,3
15946,NOREAN TERRAM,2007-07-29,WEST,B,C,F,70,Eight Kings,3
15947,LYNDE LUTTY,2006-12-21,WEST,C,C,A,110,Eight Kings,3
15948,CHICK MULVEY,2007-08-27,WEST,C,B,A,120,Eight Kings,3
15949,SIB NANN,2007-01-06,WEST,B,B,A,130,Eight Kings,3
15950,CARITA LYAL,2007-10-03,WEST,B,A,C,120,Eight Kings,3
15951,DEREK DEWSBURY,2006-10-25,WEST,C,C,B,100,Eight Kings,3
15952,DRUD WARDROPE,2006-09-30,WEST,C,A,C,110,Eight Kings,3
15953,LISSY SOLA,2006-11-14,WEST,D,B,A,110,Eight Kings,3
15954,DEBORA BEVERLEY,2007-11-04,WEST,C,E,B,80,Eight Kings,3
15955,STANISLAS HALWORTH,2007-02-06,WEST,B,A,D,110,Eight Kings,3
15956,BRYON SULLY,2007-03-08,WEST,C,C,A,110,Eight Kings,3
15957,GILBERTINA VENNING,2007-01-03,WEST,C,B,C,100,Eight Kings,3
15958,WARING KNIGHTLY,2006-12-20,WEST,B,C,F,70,Eight Kings,3
15959,EARLY LORD,2007-02-03,WEST,B,D,B,100,Eight Kings,3
15960,HALE THORINGTON,2007-12-07,WEST,B,A,A,140,Eight Kings,3
15961,SASCHA HALLSWORTH,2006-09-26,WEST,B,C,A,120,Eight Kings,3
15962,JESSY BLAKELOCK,2007-06-18,WEST,B,C,C,100,Eight Kings,3
15963,RONALD DURNALL,2007-04-13,WEST,A,D,B,110,Eight Kings,3
15964,DONNY DEVLIN,2007-12-01,WEST,B,B,E,90,Eight Kings,3
15965,ESSIE CHOAK,2007-06-07,WEST,B,B,C,110,Eight Kings,3
15966,DONA LACASE,2007-01-07,WEST,F,E,B,50,Eight Kings,3
15967,LISETTA TOUN,2007-07-18,WEST,C,C,C,90,Eight Kings,3
15968,WINNY SCHLAGH,2006-10-13,WEST,A,B,B,130,Eight Kings,3
15969,CATINA AVRAMOVSKY,2006-12-09,WEST,B,C,C,100,Eight Kings,3
15970,GEREK GASCONE,2007-05-16,WEST,A,B,B,130,Eight Kings,3
15971,KELLIA PESKIN,2007-04-17,WEST,C,C,C,90,Eight Kings,3
15972,LENNARD SARSFIELD,2007-10-02,WEST,D,C,C,80,Eight Kings,3
15973,FIFI LAMPITT,2007-06-22,WEST,C,C,A,110,Eight Kings,3
15974,KALIL BELLENGER,2007-07-07,WEST,C,C,B,100,Eight Kings,3
15975,HEBERT INGARFIELD,2007-08-26,WEST,C,A,B,120,Eight Kings,3
15976,VANNIE MCGURGAN,2006-09-12,WEST,B,D,A,110,Eight Kings,3
15977,KYLIE BROTHWELL,2007-07-20,WEST,C,B,A,120,Eight Kings,3
15978,CHARLA FOULDES,2007-04-30,WEST,A,A,D,120,Eight Kings,3
15979,GALVIN GRELAK,2007-02-19,WEST,B,C,E,80,Eight Kings,3
15980,PAULINE BRAME,2006-12-12,WEST,B,A,C,120,Eight Kings,3
15981,DOLLIE CAST,2007-01-27,WEST,D,B,E,70,Eight Kings,3
15982,MICHAELA BLYTHIN,2006-05-12,WEST,C,B,C,100,Eight Kings,3
15983,EUELL BASINI-GAZZI,2006-09-23,WEST,B,B,B,120,Eight Kings,3
15984,MORGANICA ROLSTON,2007-12-04,WEST,C,B,A,120,Eight Kings,3
15985,COLE ROOSON,2007-03-08,WEST,D,C,C,80,Eight Kings,3
15986,ELLSWERTH CLEMMETT,2006-04-12,WEST,A,C,B,120,Eight Kings,3
15987,ASHLEE JULIAN,2007-10-08,WEST,C,C,B,100,Eight Kings,3
15988,CHERIDA BLACKEY,2007-04-15,WEST,B,A,D,110,Eight Kings,3
15989,DORELIA RETCHFORD,2007-02-04,WEST,D,C,A,100,Eight Kings,3
15990,AMERIGO VANNUCCI,2007-06-17,WEST,B,B,E,90,Eight Kings,3
15991,CARMELLE DEVONISH,2007-03-25,WEST,C,C,B,100,Eight Kings,3
15992,CODI SYDENHAM,2006-08-11,WEST,B,A,B,130,Eight Kings,3
15993,MAB MACFADZAN,2007-04-04,WEST,C,C,D,80,Eight Kings,3
15994,GUNNER DUNDERDALE,2007-05-28,WEST,B,C,C,100,Eight Kings,3
15995,ABRAM GLASCOTT,2006-12-30,WEST,C,C,B,100,Eight Kings,3
15996,ALEXANDRO ATTARGE,2006-12-22,WEST,A,C,A,130,Eight Kings,3
15997,WOODROW PERFECT,2007-08-18,WEST,B,C,B,110,Eight Kings,3
15998,ALEXANDROS SUMMERLIE,2006-12-17,WEST,B,E,C,80,Eight Kings,3
15999,JULI BARTLOMIEJ,2007-08-28,WEST,B,B,C,110,Eight Kings,3
16000,OLIVIERO CORRINGHAM,2007-04-15,WEST,C,C,B,100,Villiers Hill,4
16001,JILLENE SYALVESTER,2006-02-09,WEST,C,A,C,110,Villiers Hill,4
16002,MACK STRATFORD,2007-05-19,WEST,E,C,C,70,Villiers Hill,4
16003,CHICO HONACKER,2007-06-23,WEST,D,B,B,100,Villiers Hill,4
16004,EMMALEE HOCKING,2006-09-25,WEST,B,B,A,130,Villiers Hill,4
16005,HEDWIGA SIMKOVICH,2007-08-01,WEST,D,B,C,90,Villiers Hill,4
16006,BENEDICTA ZEBEDEE,2007-03-03,WEST,B,C,C,100,Villiers Hill,4
16007,TY EDRIDGE,2007-03-16,WEST,C,C,A,110,Villiers Hill,4
16008,LURLINE IACOVACCIO,2007-09-06,WEST,B,C,B,110,Villiers Hill,4
16009,KELCIE ANTONEY,2007-02-02,WEST,B,A,C,120,Villiers Hill,4
16010,DULSEA TEVLIN,2006-04-10,WEST,B,C,D,90,Villiers Hill,4
16011,ANTONIUS VIDELER,2006-09-21,WEST,A,C,B,120,Villiers Hill,4
16012,THURSTAN ALBAREZ,2007-08-15,WEST,A,C,C,110,Villiers Hill,4
16013,SHELBA BRABBEN,2006-09-14,WEST,C,B,F,70,Villiers Hill,4
16014,JAQUELIN GIFFEN,2007-11-03,WEST,C,C,A,110,Villiers Hill,4
16015,TRESCHA WHINNEY,2006-12-20,WEST,C,D,E,60,Villiers Hill,4
16016,RUSTIN GEIPEL,2006-10-14,WEST,B,B,B,120,Villiers Hill,4
16017,LYNDELL PARLATT,2007-02-04,WEST,B,B,B,120,Villiers Hill,4
16018,FREDRA SCROOBY,2007-01-24,WEST,B,B,C,110,Villiers Hill,4
16019,PARK MCGILL,2007-03-02,WEST,D,D,B,80,Villiers Hill,4
16020,SEBASTIEN LEADER,2007-05-25,WEST,A,B,E,100,Viliers Hill,4
16021,DAPHNA SYCAMORE,2007-07-07,WEST,A,C,B,120,Viliers Hill,4
16022,MARIETTA KLIMUSHEV,2006-10-21,WEST,B,B,C,110,Viliers Hill,4
16023,BRODERIC MILMO,2007-04-13,WEST,B,D,B,100,Viliers Hill,4
16024,OBIDIAH SWEETNAM,2006-10-15,WEST,D,A,C,100,Viliers Hill,4
16025,ELFRIDA MAFFIN,2006-11-23,WEST,B,B,B,120,Viliers Hill,4
16026,YANKEE SHELMERDINE,2007-09-04,WEST,C,C,B,100,Viliers Hill,4
16027,TAMARRA GUENTHER,2007-10-04,WEST,C,B,B,110,Viliers Hill,4
16028,ANCELL SAGG,2007-04-18,WEST,C,A,D,100,Viliers Hill,4
16029,DOROTHEA GOADE,2007-04-13,WEST,C,B,B,110,Viliers Hill,4
16030,FAYE VOLLAM,2007-09-06,WEST,C,D,C,80,Viliers Hill,4
16031,RUBIA MILLERSHIP,2007-04-18,WEST,B,D,A,110,Viliers Hill,4
16032,AGGIE SHERYN,2007-11-01,WEST,A,A,D,120,Viliers Hill,4
16033,JENNEE HAVERTY,2006-01-09,WEST,B,B,C,110,Viliers Hill,4
16034,SHEILAH HANSARD,2007-03-26,WEST,C,A,B,120,Viliers Hill,4
16035,MARION KASTEL,2006-11-13,WEST,E,C,C,70,Viliers Hill,4
16036,PAULETTE HARBISHER,2007-12-01,WEST,E,C,B,80,Viliers Hill,4
16037,WYNN WELLBELOVE,2006-11-16,WEST,A,C,B,120,Viliers Hill,4
16038,LEXINE JURRIES,2006-10-23,WEST,A,B,D,110,Viliers Hill,4
16039,DEVONNE GOSFORTH,2007-05-06,WEST,B,D,B,100,Viliers Hill,4
16040,FLORANCE GIBBARD,2007-04-03,WEST,B,D,B,100,Viliers Hill,4
16041,KIM ARRIGHETTI,2006-11-28,WEST,B,C,D,90,Viliers Hill,4
16042,RUBY HAYCRAFT,2007-08-18,WEST,C,B,C,100,Viliers Hill,4
16043,JEDIDIAH COSGREAVE,2007-08-23,WEST,A,C,D,100,Viliers Hill,4
16044,PHOEBE JOST,2007-07-13,WEST,B,A,C,120,Viliers Hill,4
16045,DARILL HARRIES,2007-08-22,WEST,B,B,B,120,Viliers Hill,4
16046,TOBIAS CUTBUSH,2006-07-12,WEST,B,C,C,100,Viliers Hill,4
16047,ELDON LAMMIE,2007-01-13,WEST,B,C,C,100,Viliers Hill,4
16048,BRIT STAKER,2007-04-25,WEST,B,C,B,110,Viliers Hill,4
16049,ARABELLE GOSSWELL,2006-06-11,WEST,C,C,C,90,Viliers Hill,4
16050,INGEBERG JELLICO,2006-11-11,WEST,C,B,C,100,Viliers Hill,4
16051,CECILY GORDON-GILES,2007-02-25,WEST,C,C,F,60,Viliers Hill,4
16052,LARAINE RIZZI,2007-11-02,WEST,B,B,B,120,Viliers Hill,4
16053,FILMER SHEARSBY,2006-03-12,WEST,B,B,B,120,Viliers Hill,4
16054,REINA BEALING,2007-02-06,WEST,C,A,C,110,Viliers Hill,4
16055,DAMON WALSH,2007-11-01,WEST,A,B,A,140,Viliers Hill,4
16056,ANTONI KLEIN,2006-12-18,WEST,C,B,A,120,Viliers Hill,4
16057,KENNEDY COULTON,2007-07-07,WEST,B,C,A,120,Viliers Hill,4
16058,CASSIUS BUCKTHORP,2007-04-17,WEST,F,A,C,80,Viliers Hill,4
16059,PAULETTA PEOPLES,2007-10-05,WEST,C,B,B,110,Viliers Hill,4
16060,ASHER JAKOBSSON,2007-07-30,WEST,C,B,A,120,Viliers Hill,4
16061,MOLLEE CHAPELL,2006-09-16,WEST,D,D,C,70,Viliers Hill,4
16062,ISOBEL BERNEY,2006-10-30,WEST,C,C,B,100,Viliers Hill,4
16063,GALE VASICHEV,2007-05-28,WEST,A,C,C,110,Viliers Hill,4
16064,FERDINANDE SELLERS,2007-08-19,WEST,B,B,C,110,Viliers Hill,4
16065,BOGEY CHARTE,2007-02-24,WEST,C,B,C,100,Viliers Hill,4
16066,MATHEW CAWSON,2007-08-28,WEST,D,B,C,90,Viliers Hill,4
16067,JOLETTA HEAZEL,2007-08-07,WEST,B,B,C,110,Viliers Hill,4
16068,CHLOE PRATI,2006-11-11,WEST,A,D,B,110,Viliers Hill,4
16069,LIV WIMMS,2006-01-11,WEST,B,B,B,120,Viliers Hill,4
16070,REES BEESE,2007-01-17,WEST,B,B,B,120,Viliers Hill,4
16071,MATTHIEW LERNER,2007-07-22,WEST,B,C,C,100,Viliers Hill,4
16072,MIQUELA BLEAKLEY,2007-01-17,WEST,B,C,C,100,Viliers Hill,4
16073,PAXON GUSTUS,2007-07-15,WEST,C,A,C,110,Viliers Hill,4
16074,MARYSA ALDWICK,2007-06-15,WEST,A,B,E,100,Viliers Hill,4
16075,BAILEY CRONK,2006-01-09,WEST,B,B,C,110,Viliers Hill,4
16076,NAOMA LEDDIE,2007-05-07,WEST,B,C,B,110,Viliers Hill,4
16077,KATHYE CHEAK,2006-09-18,WEST,A,B,A,140,Viliers Hill,4
16078,GARDIE HANRAHAN,2007-07-07,WEST,B,A,B,130,Viliers Hill,4
16079,CHICK THOMBLESON,2006-12-31,WEST,C,E,C,70,Viliers Hill,4
16080,DELMOR FOOTER,2007-02-18,WEST,D,B,B,100,Viliers Hill,4
16081,JACINTHE SAWL,2006-12-18,WEST,B,C,C,100,Viliers Hill,4
16082,MARIQUILLA BERKLEY,2007-08-19,WEST,B,B,C,110,Viliers Hill,4
16083,GEORGIA SUFFE,2007-03-05,WEST,C,B,C,100,Viliers Hill,4
16084,MARSHAL KYNETT,2007-08-30,WEST,B,A,C,120,Viliers Hill,4
16085,LYNNELLE CAHILLANE,2006-04-10,WEST,B,C,C,100,Viliers Hill,4
16086,CLIFFORD KESTIN,2007-09-06,WEST,B,C,B,110,Viliers Hill,4
16087,KLEMENT MERLE,2007-03-06,WEST,B,F,A,90,Viliers Hill,4
16088,ETHYL BOOLSEN,2006-04-10,WEST,C,C,B,100,Viliers Hill,4
16089,DOMINGO PLUNKET,2007-07-01,WEST,A,C,A,130,Viliers Hill,4
16090,KENDALL IVSHIN,2007-01-02,WEST,C,C,B,100,Viliers Hill,4
16091,LEXIS CHOAT,2007-12-06,WEST,F,B,C,70,Viliers Hill,4
16092,FLORRI SPARKWILL,2007-03-08,WEST,C,A,B,120,Viliers Hill,4
16093,GIB CULLEN,2007-05-08,WEST,A,C,C,110,Viliers Hill,4
16094,MARYANNA ZANETTO,2006-10-31,WEST,B,C,D,90,Viliers Hill,4
16095,CHRISTAN THULBORN,2006-11-26,WEST,C,C,C,90,Viliers Hill,4
16096,SHELLYSHELDON TIMMINS,2007-05-01,WEST,A,C,C,110,Viliers Hill,4
16097,MONTE VALENTINE,2007-04-28,WEST,B,C,B,110,Viliers Hill,4
16098,MANDI BRIXEY,2007-10-04,WEST,E,B,B,90,Viliers Hill,4
16099,HEWIE TUNNADINE,2007-04-07,WEST,B,B,B,120,Viliers Hill,4
16100,MELISANDRA GRESON,2007-05-03,WEST,B,B,C,110,Viliers Hill,4
16101,REINE BOUZEK,2006-12-26,WEST,C,B,B,110,Viliers Hill,4
16102,HOWEY PEARSE,2006-10-11,WEST,C,B,B,110,Viliers Hill,4
16103,CRISTEN STENTON,2006-12-19,WEST,B,B,B,120,Viliers Hill,4
16104,BRIGG JOBE,2006-10-19,WEST,E,B,B,90,Viliers Hill,4
16105,VERIEE BLEIMAN,2007-06-23,WEST,B,B,C,110,Viliers Hill,4
16106,DELMAR TOUGH,2006-12-14,WEST,B,E,A,100,Viliers Hill,4
16107,RUDOLPH SCHUKRAFT,2007-08-14,WEST,F,C,A,80,Viliers Hill,4
16108,SHELBY MCDAVITT,2007-03-01,WEST,B,B,A,130,Viliers Hill,4
16109,ARLANA DELEA,2007-06-20,WEST,B,D,C,90,Viliers Hill,4
16110,NILSON STOCKHILL,2007-11-05,WEST,C,B,A,120,Viliers Hill,4
16111,NONI LIGGENS,2007-02-20,WEST,B,B,A,130,Viliers Hill,4
16112,BRIGHAM CARMICHAEL,2006-10-09,WEST,C,A,B,120,Viliers Hill,4
16113,MICKIE LEWENDON,2006-09-22,WEST,A,A,B,140,Viliers Hill,4
16114,JOCELYN CROLE,2007-11-04,WEST,C,B,B,110,Viliers Hill,4
16115,AMALEA FARADAY,2007-11-01,WEST,A,C,B,120,Viliers Hill,4
16116,OLYMPIA ROBELET,2007-04-20,WEST,B,C,D,90,Viliers Hill,4
16117,MERWYN HUEBNER,2006-07-12,WEST,B,B,B,120,Viliers Hill,4
16118,GENEVIEVE LIFSEY,2006-09-18,WEST,A,C,B,120,Viliers Hill,4
16119,IRENE SHOTTON,2006-10-23,WEST,B,C,C,100,Viliers Hill,4
16120,CLAUDETTE BASEKE,2007-03-28,WEST,C,D,B,90,Viliers Hill,4
16121,TAMMIE CURR,2007-03-02,WEST,C,C,C,90,Viliers Hill,4
16122,LONI KIDSTON,2007-05-15,WEST,C,A,D,100,Viliers Hill,4
16123,BAN TATLOCK,2007-04-27,WEST,C,B,E,80,Viliers Hill,4
16124,WILEEN DORAM,2007-07-04,WEST,B,C,C,100,Viliers Hill,4
16125,ANASTASIA LUNDBECK,2007-01-02,WEST,B,D,C,90,Viliers Hill,4
16126,DARI DURRAD,2006-10-11,WEST,B,C,C,100,Viliers Hill,4
16127,MALORIE CRABB,2007-07-04,WEST,B,A,B,130,Viliers Hill,4
16128,JOURDAIN CAUNCE,2007-02-20,WEST,C,B,B,110,Viliers Hill,4
16129,BENETTA RICHFIELD,2006-09-28,WEST,B,B,C,110,Viliers Hill,4
16130,CYNTHY WILMOT,2007-02-08,WEST,B,A,C,120,Viliers Hill,4
16131,BERNI WADLY,2007-06-30,WEST,C,B,D,90,Viliers Hill,4
16132,MINA JOSUPEIT,2007-06-29,WEST,C,B,C,100,Viliers Hill,4
16133,STAVRO SWADDEN,2007-05-14,WEST,B,B,B,120,Viliers Hill,4
16134,AGACE CLEEVELY,2007-12-02,WEST,C,D,A,100,Viliers Hill,4
16135,RANCE RORKE,2006-12-15,WEST,A,D,C,100,Viliers Hill,4
16136,LACIE NEWENS,2007-08-28,WEST,C,E,A,90,Viliers Hill,4
16137,CARLITA DE LA COTE,2007-04-27,WEST,B,B,B,120,Viliers Hill,4
16138,TASIA BRIGMAN,2006-11-19,WEST,C,C,C,90,Viliers Hill,4
16139,ABRAHAN LUTO,2007-03-24,WEST,B,D,C,90,Viliers Hill,4
16140,MARGARETHE KHOTLER,2006-11-26,WEST,B,B,B,120,Viliers Hill,4
16141,LUCIO PASSBY,2007-04-25,WEST,F,C,B,70,Viliers Hill,4
16142,HYACINTHA WILES,2006-10-30,WEST,C,A,A,130,Viliers Hill,4
